Account ID,Client id,Branch Name,Product Id,Loan Amount,Funded Amount,Funded Amount Inv,Disbursement Date,Loan Status,Repayment Type,Center Id,BranchID
ACC000484,50,SIWAN,JLG44K,13321,12316,40433,30-03-15,Active,Monthly EMI,790102,SIWAN-790102
ACC000485,179,VARANASI,JLG35K,30188,11828,42353,06-02-16,Default,Monthly EMI,1280108,VARANASI-1280108
ACC000486,53,SANGRUR,JLG35K,47651,34210,40053,09-04-19,Default,Quarterly EMI,110159,SANGRUR-110159
ACC000487,695,DURGAPUR,JLG30K,22531,43714,27663,28-08-22,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC000488,516,BEHROR,JLG35K,3607,5217,34265,25-12-18,Paid Off,Quarterly EMI,30179,BEHROR-30179
ACC000489,423,CHHATA,JLG35K,15759,14036,15553,04-01-22,Active,Quarterly EMI,910020,CHHATA-910020
ACC000490,358,MUKTSAR,JLG30K,16267,7246,30221,22-10-23,Active,Monthly EMI,1110166,MUKTSAR-1110166
ACC000491,708,CHHATA,JLG30K,24266,16722,10914,27-09-23,Paid Off,Monthly EMI,910020,CHHATA-910020
ACC000492,53,DHURI,JLG30K,4535,27153,41842,08-12-20,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000493,959,MUKTSAR,JLG30K,19113,35348,30568,13-05-18,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC000494,386,DURGAPUR,JLG46K,41445,5426,21252,23-02-15,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC000495,814,SANGRUR,JLG35K,29731,38168,22936,05-10-21,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC000496,747,DURGAPUR,JLG35K,39345,12063,37946,10-10-23,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000497,532,Mathura,JLG30K,38879,4870,7397,09-05-20,Active,Monthly EMI,910182,Mathura-910182
ACC000498,716,BUXAR,JLG30K,25838,32727,10761,28-10-21,Active,Monthly EMI,710002,BUXAR-710002
ACC000499,809,SANGRUR,JLG39K,40036,47240,10851,08-09-20,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC000500,91,DIBRUGARH,JLG35K,40513,37472,26451,25-01-20,Paid Off,Monthly EMI,1050013,DIBRUGARH-1050013
ACC000501,761,DHURI,JLG35K,16021,5271,33287,05-05-20,Default,Monthly EMI,1030063,DHURI-1030063
ACC000502,373,DURGAPUR,JLG30K,6779,36626,21332,28-01-21,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000503,137,SHAHDOL,JLG29K,42713,46225,38838,18-02-21,Fully Paid,Monthly EMI,1550006,SHAHDOL-1550006
ACC000504,384,JALANDHAR,JLG40K,36018,19756,2864,17-05-23,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC000505,988,TEZPUR,JLG30K,41106,5458,29518,01-05-16,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC000506,137,SIRSA,JLG30K,25938,8411,4063,10-11-17,Default,Monthly EMI,730084,SIRSA-730084
ACC000507,521,BULANDSHAHR,JLG35K,49005,38638,13882,15-06-16,Active,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000508,946,BUXAR,JLG35K,30697,15465,44818,14-11-23,Paid Off,Monthly EMI,710002,BUXAR-710002
ACC000509,441,BULANDSHAHR,JLG46K,22077,44458,19309,28-02-19,Fully Paid,Monthly EMI,10068,BULANDSHAHR-10068
ACC000510,501,TEZPUR,JLG35K,39468,39672,37986,19-12-21,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC000511,551,KURUKSHETRA,JLG30K,36467,48160,10547,28-12-20,Paid Off,Quarterly EMI,70364,KURUKSHETRA-70364
ACC000512,315,ASANSOL,JLG30K,17052,4785,16532,23-12-15,Paid Off,Quarterly EMI,690076,ASANSOL-690076
ACC000513,709,BULANDSHAHR,JLG50K,29847,48273,34443,23-05-21,Active,Monthly EMI,10068,BULANDSHAHR-10068
ACC000514,877,Mangaldoi,JLG30K,42491,48974,20548,02-10-23,Fully Paid,Monthly EMI,570241,Mangaldoi-570241
ACC000515,889,DURGAPUR,JLG30K,37115,35388,5311,04-09-18,Active,Monthly EMI,700013,DURGAPUR-700013
ACC000516,256,FATEHGARH SAHIB,JLG30K,41486,13025,26853,09-10-16,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000517,163,DURGAPUR,JLG46K,3321,38519,28995,04-06-16,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000518,91,SANGRUR,JLG46K,2616,32941,33775,19-11-23,Fully Paid,Monthly EMI,110159,SANGRUR-110159
ACC000519,325,SANGRUR,JLG30K,3609,47192,6341,26-11-18,Active,Quarterly EMI,110159,SANGRUR-110159
ACC000520,678,DHURI,JLG35K,14438,13264,37067,12-10-20,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC000521,42,CUTTACK,JLG30K,25011,46400,41863,12-04-16,Fully Paid,Quarterly EMI,630081,CUTTACK-630081
ACC000522,122,DHURI,JLG30K,26832,22401,34913,29-03-18,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC000523,752,TEZPUR,JLG35K,15701,49906,17787,04-11-20,Paid Off,Monthly EMI,680026,TEZPUR-680026
ACC000524,786,BEHROR,JLG44K,33314,25973,31382,05-07-21,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000525,752,SANGRUR,JLG44K,47285,45006,20289,15-09-23,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC000526,505,FATEHGARH SAHIB,JLG41K,3632,19313,17569,25-11-19,Fully Paid,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000527,82,BISWANATH CHARIALI,JLG35K,17560,22502,24193,09-01-17,Paid Off,Quarterly EMI,740048,BISWANATH CHARIALI-740048
ACC000528,16,SEHORE,JLG35K,12689,17980,34358,02-01-18,Paid Off,Monthly EMI,1440051,SEHORE-1440051
ACC000529,398,AGRA,JLG30K,28518,4394,19578,29-10-20,Paid Off,Quarterly EMI,140056,AGRA-140056
ACC000530,467,RAIPUR,JLG30K,25349,7173,18214,26-10-20,Paid Off,Quarterly EMI,230415,RAIPUR-230415
ACC000531,105,SIWAN,JLG30K,23724,6578,6509,03-05-17,Paid Off,Quarterly EMI,790102,SIWAN-790102
ACC000532,487,DHURI,JLG35K,14329,41471,30549,04-12-22,Paid Off,Quarterly EMI,1030063,DHURI-1030063
ACC000533,881,DHURI,JLG35K,8872,41243,38909,27-08-15,Active,Monthly EMI,1030063,DHURI-1030063
ACC000534,63,Mathura,JLG30K,45641,21554,25903,28-04-15,Active,Monthly EMI,910182,Mathura-910182
ACC000535,404,Bardhaman,JLG30K,46680,16946,3796,03-05-21,Fully Paid,Quarterly EMI,610198,Bardhaman-610198
ACC000536,830,MAWANA,JLG30K,35264,29630,39587,18-11-17,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC000537,576,BEHROR,JLG30K,20367,16765,17500,02-04-22,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000538,988,DHARMANAGAR,JLG30K,32095,24812,20682,19-06-20,Default,Quarterly EMI,1230018,DHARMANAGAR-1230018
ACC000539,172,Mangaldoi,JLG30K,17791,47326,31777,26-08-20,Active,Quarterly EMI,570241,Mangaldoi-570241
ACC000540,54,Mathura,JLG30K,45785,9336,23538,19-07-16,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000541,69,PATIALA,JLG35K,38575,12049,6457,09-10-22,Active,Quarterly EMI,100186,PATIALA-100186
ACC000542,434,FATEHGARH SAHIB,JLG30K,24758,2047,42416,05-10-23,Fully Paid,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000543,947,ASANSOL,JLG30K,26034,43720,33557,20-09-18,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000544,579,BULANDSHAHR,JLG30K,3226,14101,23592,08-03-16,Active,Monthly EMI,10068,BULANDSHAHR-10068
ACC000545,544,Mangaldoi,JLG29K,28590,32619,16420,25-05-20,Default,Quarterly EMI,570241,Mangaldoi-570241
ACC000546,881,JAMMU,JLG35K,20819,29389,20922,22-01-17,Paid Off,Quarterly EMI,720081,JAMMU-720081
ACC000547,809,BEHROR,JLG30K,23369,47930,30109,26-12-16,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000548,168,ASANSOL,JLG30K,27404,28070,27525,30-09-15,Active,Monthly EMI,690076,ASANSOL-690076
ACC000549,189,AGRA,JLG30K,21549,28426,5165,18-12-16,Fully Paid,Monthly EMI,140056,AGRA-140056
ACC000550,61,NEEM KA THANA,JLG30K,9072,28727,34166,31-01-19,Fully Paid,Quarterly EMI,80001,NEEM KA THANA-80001
ACC000551,673,SIVASAGAR,JLG35K,40963,47528,5954,26-11-22,Fully Paid,Quarterly EMI,880038,SIVASAGAR-880038
ACC000552,976,MAWANA,JLG35K,29790,33364,22973,31-01-22,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000553,879,BEHROR,JLG30K,41077,45195,29498,18-06-19,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000554,321,BEHROR,JLG46K,26025,27366,38700,03-10-16,Active,Monthly EMI,30179,BEHROR-30179
ACC000555,365,DHURI,JLG35K,23351,39424,38381,01-03-20,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000556,867,DURGAPUR,JLG30K,41957,3975,38691,08-08-19,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000557,613,MUKTSAR,JLG35K,28847,44117,8217,01-02-17,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000558,977,SIRSA,JLG30K,42958,6590,3816,14-05-21,Paid Off,Monthly EMI,730084,SIRSA-730084
ACC000559,305,FATEHGARH SAHIB,JLG35K,40269,10985,31255,25-05-15,Active,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000560,699,CHHAPRA,JLG30K,2945,44554,43696,11-12-19,Default,Monthly EMI,380112,CHHAPRA-380112
ACC000561,135,Mathura,JLG35K,45692,5172,3659,28-05-15,Default,Quarterly EMI,910182,Mathura-910182
ACC000562,616,TEZPUR,JLG30K,40489,40301,14468,30-08-15,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC000563,454,DHURI,JLG30K,35526,5928,38982,12-07-18,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC000564,792,MUKTSAR,JLG30K,16601,39242,43080,17-01-18,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000565,922,DURGAPUR,JLG35K,2680,22441,9816,10-02-15,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000566,270,JALANDHAR,JLG46K,28167,10149,5329,19-02-22,Fully Paid,Quarterly EMI,160051,JALANDHAR-160051
ACC000567,510,DHURI,JLG35K,31672,29621,21445,30-03-19,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000568,709,DURGAPUR,JLG35K,39593,38945,3023,07-10-16,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000569,407,MOTIHARI,JLG30K,42437,8820,15069,13-01-17,Default,Quarterly EMI,520376,MOTIHARI-520376
ACC000570,724,SANGRUR,JLG35K,35700,16351,2808,20-08-19,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC000571,903,BEHROR,JLG50K,29432,30661,35023,27-02-16,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000572,268,MUKTSAR,JLG35K,39290,37493,21099,12-05-18,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000573,954,FATEHGARH SAHIB,JLG35K,36813,10095,25285,23-10-17,Paid Off,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000574,514,BUXAR,JLG30K,7146,36577,32004,05-02-15,Default,Quarterly EMI,710002,BUXAR-710002
ACC000575,839,SIVASAGAR,JLG30K,7278,45188,29227,03-06-23,Paid Off,Quarterly EMI,880038,SIVASAGAR-880038
ACC000576,677,FATEHABAD,JLG30K,10184,42103,13022,16-05-15,Paid Off,Quarterly EMI,670106,FATEHABAD-670106
ACC000577,905,DHURI,JLG30K,42359,16411,19563,17-10-15,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000578,898,JALANDHAR,JLG30K,30214,23299,35521,05-01-19,Fully Paid,Monthly EMI,160051,JALANDHAR-160051
ACC000579,123,DHURI,JLG35K,21906,27824,33779,04-12-15,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000580,944,CHHATA,JLG30K,6518,32999,23534,22-04-22,Paid Off,Quarterly EMI,910020,CHHATA-910020
ACC000581,273,SHAHDOL,JLG35K,20448,20661,21412,29-06-23,Paid Off,Quarterly EMI,1550006,SHAHDOL-1550006
ACC000582,864,NEEM KA THANA,JLG30K,16610,38294,21248,08-11-21,Paid Off,Monthly EMI,80001,NEEM KA THANA-80001
ACC000583,748,MAWANA,JLG35K,41322,8958,16016,10-01-22,Active,Quarterly EMI,800018,MAWANA-800018
ACC000584,339,FATEHGARH SAHIB,JLG30K,40326,22976,5926,01-08-18,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000585,508,DHURI,JLG30K,13103,21838,37826,20-08-22,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000586,980,BUXAR,JLG46K,39337,19657,4389,03-01-19,Fully Paid,Monthly EMI,710002,BUXAR-710002
ACC000587,663,DHURI,JLG35K,41172,38186,15437,07-02-16,Default,Monthly EMI,1030063,DHURI-1030063
ACC000588,676,SANGRUR,JLG30K,24954,28690,43344,25-09-15,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC000589,183,MAWANA,JLG35K,13408,46067,32066,10-11-16,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC000590,120,DURGAPUR,JLG30K,10239,42053,8344,17-04-22,Default,Monthly EMI,700013,DURGAPUR-700013
ACC000591,684,DURGAPUR,JLG30K,23034,24077,6281,21-12-18,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC000592,141,DHURI,JLG30K,25728,34919,12441,14-10-18,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000593,835,FATEHGARH SAHIB,JLG35K,2450,27519,20352,14-01-17,Paid Off,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000594,808,HABRA,JLG30K,3068,23311,10582,29-04-19,Fully Paid,Monthly EMI,650051,HABRA-650051
ACC000595,913,HAPUR,JLG30K,37711,9162,20812,04-06-19,Fully Paid,Quarterly EMI,210563,HAPUR-210563
ACC000596,184,DURGAPUR,JLG30K,39286,41648,1655,26-03-19,Default,Quarterly EMI,700013,DURGAPUR-700013
ACC000597,177,CHHATA,JLG30K,2327,24853,26157,13-10-19,Active,Quarterly EMI,910020,CHHATA-910020
ACC000598,214,DURGAPUR,JLG35K,3760,11839,17992,15-02-17,Active,Quarterly EMI,700013,DURGAPUR-700013
ACC000599,184,ASANSOL,JLG30K,37757,21655,42368,13-08-23,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000600,113,Mathura,JLG30K,35622,46501,40136,19-09-22,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC000601,885,CHHAPRA,JLG30K,20488,33430,42242,02-01-17,Paid Off,Monthly EMI,380112,CHHAPRA-380112
ACC000602,581,MUKTSAR,JLG50K,26578,21152,24844,07-06-23,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000603,601,BEHROR,JLG41K,29886,17706,43999,14-04-22,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000604,985,ASANSOL,JLG30K,4038,5301,37558,24-10-23,Fully Paid,Monthly EMI,690076,ASANSOL-690076
ACC000605,159,DHURI,JLG46K,21007,28264,8844,09-06-16,Active,Monthly EMI,1030063,DHURI-1030063
ACC000606,820,BEHROR,JLG30K,31437,24644,26084,08-12-22,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000607,15,Mathura,JLG30K,30712,45180,42615,29-08-16,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000608,240,SANGRUR,JLG35K,41982,37982,10555,08-09-21,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC000609,484,MAWANA,JLG35K,18204,8345,28490,23-05-16,Active,Monthly EMI,800018,MAWANA-800018
ACC000610,333,JALANDHAR,JLG30K,23294,48211,39790,19-01-21,Active,Quarterly EMI,160051,JALANDHAR-160051
ACC000611,457,BULANDSHAHR,JLG46K,13462,29520,10662,12-11-16,Fully Paid,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000612,1000,MUKTSAR,JLG35K,17002,42364,27155,13-10-18,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000613,976,MUKTSAR,JLG30K,32894,11685,25908,19-07-21,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000614,769,BEHROR,JLG35K,43344,40177,15026,16-08-19,Fully Paid,Monthly EMI,30179,BEHROR-30179
ACC000615,552,SIVASAGAR,JLG35K,36688,32954,1831,07-08-17,Default,Monthly EMI,880038,SIVASAGAR-880038
ACC000616,832,MAWANA,JLG35K,17705,35531,29864,04-09-16,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000617,889,Mathura,JLG30K,4743,12323,6487,02-07-19,Paid Off,Monthly EMI,910182,Mathura-910182
ACC000618,861,Mangaldoi,JLG30K,18314,11116,8769,10-10-23,Active,Monthly EMI,570241,Mangaldoi-570241
ACC000619,906,DHURI,JLG35K,18540,32134,5811,08-02-21,Active,Quarterly EMI,1030063,DHURI-1030063
ACC000620,167,Mathura,JLG30K,7607,23467,21351,04-07-18,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000621,16,MUKTSAR,JLG35K,12220,13098,4073,23-10-17,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000622,215,MUKTSAR,JLG35K,34832,45691,42588,16-05-22,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC000623,239,PAOTA,JLG30K,12114,28614,14427,02-08-20,Paid Off,Monthly EMI,90149,PAOTA-90149
ACC000624,935,DHURI,JLG35K,28945,46367,28136,14-11-17,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000625,997,AGRA,JLG30K,44781,47034,13431,09-06-17,Paid Off,Monthly EMI,140056,AGRA-140056
ACC000626,644,DURGAPUR,JLG30K,12326,5964,23224,05-09-16,Paid Off,Monthly EMI,700013,DURGAPUR-700013
ACC000627,717,MAWANA,JLG35K,47839,19338,13794,23-12-16,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000628,974,PATIALA,JLG30K,41137,12643,7243,01-07-20,Fully Paid,Quarterly EMI,100186,PATIALA-100186
ACC000629,467,DHURI,JLG30K,20506,47866,33448,08-12-17,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC000630,169,PALWAL,JLG35K,46690,5170,8149,30-09-17,Fully Paid,Monthly EMI,20242,PALWAL-20242
ACC000631,354,SIRSA,JLG30K,28650,34816,14575,24-06-21,Paid Off,Quarterly EMI,730084,SIRSA-730084
ACC000632,131,BULANDSHAHR,JLG30K,20455,21412,14351,04-04-23,Default,Monthly EMI,10068,BULANDSHAHR-10068
ACC000633,576,DHURI,JLG30K,15340,18492,13939,16-12-20,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000634,262,RAIPUR,JLG30K,12506,14833,2969,30-11-20,Paid Off,Monthly EMI,230415,RAIPUR-230415
ACC000635,791,Mathura,JLG30K,33082,19024,39909,30-07-22,Paid Off,Quarterly EMI,910182,Mathura-910182
ACC000636,972,MUKTSAR,JLG50K,19743,4503,9567,07-10-15,Fully Paid,Monthly EMI,1110166,MUKTSAR-1110166
ACC000637,646,PATIALA,JLG30K,16551,12932,7915,20-03-23,Active,Quarterly EMI,100186,PATIALA-100186
ACC000638,867,Mathura,JLG35K,49659,43579,26387,22-01-15,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000639,730,MUKTSAR,JLG30K,19853,14111,26843,23-04-23,Default,Monthly EMI,1110166,MUKTSAR-1110166
ACC000640,361,DURGAPUR,JLG44K,48354,25235,2645,31-05-23,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000641,872,TEZPUR,JLG30K,10895,27110,22356,01-09-23,Fully Paid,Monthly EMI,680026,TEZPUR-680026
ACC000642,160,BULANDSHAHR,JLG30K,32002,24052,44457,12-04-18,Paid Off,Quarterly EMI,10068,BULANDSHAHR-10068
ACC000643,382,DURGAPUR,JLG30K,12043,47131,12400,04-10-19,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000644,142,JALANDHAR,JLG46K,45360,19109,1874,29-12-19,Paid Off,Quarterly EMI,160051,JALANDHAR-160051
ACC000645,420,NEEM KA THANA,JLG35K,43540,23834,3051,28-09-16,Paid Off,Quarterly EMI,80001,NEEM KA THANA-80001
ACC000646,55,MAWANA,JLG30K,29220,30806,17379,17-03-23,Fully Paid,Monthly EMI,800018,MAWANA-800018
ACC000647,269,KARNAL,JLG41K,9430,34848,24132,25-01-21,Fully Paid,Quarterly EMI,50678,KARNAL-50678
ACC000648,336,BUXAR,JLG35K,9858,47715,17385,16-12-19,Fully Paid,Quarterly EMI,710002,BUXAR-710002
ACC000649,944,MAWANA,JLG30K,24437,45266,27021,20-11-23,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000650,23,Mangaldoi,JLG30K,22535,44448,30745,23-01-18,Fully Paid,Quarterly EMI,570241,Mangaldoi-570241
ACC000651,55,SANGRUR,JLG35K,4017,4377,32253,17-01-19,Fully Paid,Quarterly EMI,110159,SANGRUR-110159
ACC000652,737,SANGRUR,JLG35K,40870,26102,32074,23-01-23,Paid Off,Quarterly EMI,110159,SANGRUR-110159
ACC000653,529,SANGRUR,JLG30K,3228,5793,8275,29-03-23,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC000654,837,MAWANA,JLG30K,40684,31783,35788,20-05-23,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000655,509,PAOTA,JLG30K,29752,16215,16482,08-07-15,Paid Off,Quarterly EMI,90149,PAOTA-90149
ACC000656,856,BEHROR,JLG46K,6649,30883,8834,04-09-15,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC000657,792,BULANDSHAHR,JLG35K,11515,3747,10578,03-01-22,Fully Paid,Monthly EMI,10068,BULANDSHAHR-10068
ACC000658,755,SANGRUR,JLG35K,48763,10318,38882,13-11-19,Active,Quarterly EMI,110159,SANGRUR-110159
ACC000659,925,DHURI,JLG30K,45951,26493,22075,07-05-23,Default,Quarterly EMI,1030063,DHURI-1030063
ACC000660,493,DURGAPUR,JLG30K,20374,48637,27986,01-02-16,Paid Off,Quarterly EMI,700013,DURGAPUR-700013
ACC000661,197,FATEHGARH SAHIB,JLG35K,6026,46553,8046,26-12-15,Default,Monthly EMI,120676,FATEHGARH SAHIB-120676
ACC000662,536,FATEHGARH SAHIB,JLG30K,36027,49616,5715,18-11-15,Paid Off,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000663,670,MUKTSAR,JLG30K,5448,39181,26857,10-07-18,Paid Off,Monthly EMI,1110166,MUKTSAR-1110166
ACC000664,683,Mathura,JLG35K,24044,3159,9087,27-02-16,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC000665,230,Mathura,JLG30K,22718,11833,35290,01-02-20,Fully Paid,Quarterly EMI,910182,Mathura-910182
ACC000666,858,PATIALA,JLG30K,2498,33243,36620,21-05-15,Paid Off,Quarterly EMI,100186,PATIALA-100186
ACC000667,344,SANGRUR,JLG35K,13872,24780,39338,04-07-20,Paid Off,Monthly EMI,110159,SANGRUR-110159
ACC000668,772,TEZPUR,JLG30K,37677,34011,26669,24-03-22,Fully Paid,Quarterly EMI,680026,TEZPUR-680026
ACC000669,129,MADHUBANI,JLG35K,40844,21398,20180,04-11-18,Paid Off,Quarterly EMI,1140044,MADHUBANI-1140044
ACC000670,310,DHURI,JLG35K,46243,19228,30199,04-03-23,Paid Off,Monthly EMI,1030063,DHURI-1030063
ACC000671,805,CHHATA,JLG50K,2861,36519,41499,19-10-21,Fully Paid,Quarterly EMI,910020,CHHATA-910020
ACC000672,948,FATEHGARH SAHIB,JLG44K,43395,8294,41542,01-10-19,Paid Off,Quarterly EMI,120676,FATEHGARH SAHIB-120676
ACC000673,559,DHURI,JLG35K,35462,32663,11382,31-05-16,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC000674,152,JORHAT,JLG30K,43846,48875,6769,18-02-21,Fully Paid,Monthly EMI,850152,JORHAT-850152
ACC000675,455,MUKTSAR,JLG30K,40289,9886,44800,17-01-23,Active,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000676,619,DURGAPUR,JLG30K,5029,2275,40505,24-03-23,Fully Paid,Monthly EMI,700013,DURGAPUR-700013
ACC000677,818,DHURI,JLG44K,27953,32320,24921,29-05-20,Fully Paid,Quarterly EMI,1030063,DHURI-1030063
ACC000678,49,KAROND,JLG35K,13219,25645,1704,20-11-15,Fully Paid,Monthly EMI,1320004,KAROND-1320004
ACC000679,195,BEHROR,JLG30K,5257,43277,7793,29-01-15,Active,Quarterly EMI,30179,BEHROR-30179
ACC000680,909,Mathura,JLG35,43527,42261,13874,28-05-19,Fully Paid,Monthly EMI,910182,Mathura-910182
ACC000681,141,BEHROR,JLG30K,23698,6643,28563,09-05-18,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC000682,640,BEHROR,JLG35K,40242,4530,38415,29-11-15,Fully Paid,Quarterly EMI,30179,BEHROR-30179
ACC000683,841,BEHROR,JLG30K,16062,14295,31557,08-09-21,Paid Off,Monthly EMI,30179,BEHROR-30179
ACC000684,566,JALANDHAR,JLG30K,31927,45618,43336,14-02-17,Active,Quarterly EMI,160051,JALANDHAR-160051
ACC000685,588,DURGAPUR,JLG30K,25296,40713,27307,14-07-20,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000686,664,MAWANA,JLG30K,34370,22276,3319,19-12-22,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000687,626,AGRA,JLG46K,22533,37963,39402,20-11-20,Paid Off,Monthly EMI,140056,AGRA-140056
ACC000688,497,PATIALA,JLG35K,38594,39693,22199,02-05-21,Paid Off,Monthly EMI,100186,PATIALA-100186
ACC000689,889,SIRSA,JLG46K,47332,27633,16850,15-08-17,Default,Monthly EMI,730084,SIRSA-730084
ACC000690,422,DURGAPUR,JLG35K,7710,38672,34173,18-03-17,Fully Paid,Quarterly EMI,700013,DURGAPUR-700013
ACC000691,485,KURUKSHETRA,JLG30K,45850,37153,1510,10-02-20,Fully Paid,Quarterly EMI,70364,KURUKSHETRA-70364
ACC000692,944,DHURI,JLG35K,46400,19918,29109,31-08-22,Fully Paid,Monthly EMI,1030063,DHURI-1030063
ACC000693,288,ASANSOL,JLG30K,2971,30174,6889,26-10-22,Paid Off,Monthly EMI,690076,ASANSOL-690076
ACC000694,242,MAWANA,JLG50K,47279,5286,17407,14-08-17,Fully Paid,Quarterly EMI,800018,MAWANA-800018
ACC000695,111,MUKTSAR,JLG39K,29173,37504,8223,13-05-15,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000696,784,DURGAPUR,JLG30K,22308,45376,28642,14-08-21,Active,Monthly EMI,700013,DURGAPUR-700013
ACC000697,436,Mangaldoi,JLG30K,15113,30295,37263,09-12-22,Paid Off,Quarterly EMI,570241,Mangaldoi-570241
ACC000698,615,MUKTSAR,JLG45K,4520,34462,44518,22-07-23,Paid Off,Quarterly EMI,1110166,MUKTSAR-1110166
ACC000699,254,CHHATA,JLG30K,33886,7322,4983,27-05-18,Fully Paid,Monthly EMI,910020,CHHATA-910020
ACC000700,822,MAWANA,JLG35K,43809,9417,25562,21-06-15,Paid Off,Monthly EMI,800018,MAWANA-800018
ACC000701,161,DURGAPUR,JLG30K,39308,41636,21414,21-02-15,Paid Off,Monthly EMI,700013,DURGAPUR-700013
